StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes
2013/10/21 13:32:23.045842,10.100499,tcp,147.32.83.53,47968,   ->,80.242.138.72,80,FSPA_FSPA,0,0,14,4462
2013/10/21 13:32:23.046070,10.100253,tcp,147.32.83.53,47969,   ->,80.242.138.72,80,FSPA_FSPA,0,0,14,4088
2013/10/21 13:32:23.133879,69.996735,tcp,147.32.83.53,40232,   ->,195.113.214.230,80,FSPA_FSRPA,0,0,13,2082
2013/10/21 13:32:42.743517,10.025963,tcp,147.32.83.53,36592,   ->,195.113.214.241,443,SRPA_SPA,0,0,11,1456
2013/10/21 13:32:42.743813,0.000648,udp,147.32.83.53,21898,  <->,147.32.80.105,53,CON,0,0,2,364
2013/10/21 13:32:42.743940,0.010054,udp,147.32.83.53,18401,  <->,147.32.80.105,53,CON,0,0,2,309
2013/10/21 13:32:42.874831,1.227427,udp,147.32.83.53,28920,  <->,147.32.80.105,53,CON,0,0,2,336
2013/10/21 13:32:43.875426,0.240298,udp,147.32.83.53,54802,  <->,147.32.80.9,53,CON,0,0,2,400
2013/10/21 13:32:44.102516,9.140148,tcp,147.32.83.53,44247,   ->,152.3.140.5,80,FSPA_FSPA,0,0,236,312511
2013/10/21 13:32:44.115724,0.000000,icmp,147.32.83.53,0x0303,   ->,147.32.80.9,0x12d6,URP,192,,1,353
2013/10/21 13:33:41.834820,3214.001465,udp,147.32.83.53,123,  <->,81.27.192.20,123,CON,192,0,8,720
2013/10/21 13:34:00.834820,3144.003906,udp,147.32.83.53,123,  <->,37.157.199.158,123,CON,192,0,8,720
2013/10/21 13:34:45.834765,3228.032715,udp,147.32.83.53,123,  <->,178.63.212.146,123,CON,192,0,8,720
2013/10/21 13:37:06.564774,0.063832,udp,147.32.83.53,2017,  <->,147.32.80.105,53,CON,0,0,2,328
2013/10/21 13:37:11.755434,0.000000,tcp,198.143.173.181,55749,   ->,147.32.83.53,80,S_,0,,1,60
2013/10/21 13:37:13.520799,0.010285,udp,147.32.83.53,21009,  <->,147.32.80.105,53,CON,0,0,2,348
2013/10/21 13:37:13.531529,266.856201,tcp,147.32.83.53,55790,   ->,173.194.113.183,443,FSPA_FSPA,0,0,334,94718
2013/10/21 13:37:14.720911,0.079458,udp,147.32.83.53,6213,  <->,147.32.80.105,53,CON,0,0,2,565
2013/10/21 13:37:14.800750,70.640472,tcp,147.32.83.53,40116,   ->,54.243.152.237,443,FSPA_FSPA,0,0,20,9132
2013/10/21 13:37:14.800867,70.639877,tcp,147.32.83.53,40117,   ->,54.243.152.237,443,FSPA_FSPA,0,0,20,7452
2013/10/21 13:37:25.475305,10.218490,tcp,147.32.83.53,55469,   ->,130.15.100.14,80,FSA_FSA,0,0,8,552
2013/10/21 13:37:25.475482,20.244383,tcp,147.32.83.53,55470,   ->,130.15.100.14,80,FSA_FSA,0,0,8,552
2013/10/21 13:37:40.258525,0.010515,udp,147.32.83.53,31951,  <->,147.32.80.105,53,CON,0,0,2,547
2013/10/21 13:37:40.258947,0.010123,udp,147.32.83.53,24712,  <->,147.32.80.105,53,CON,0,0,2,557
2013/10/21 13:37:40.259167,0.000538,udp,147.32.83.53,15138,  <->,147.32.80.105,53,CON,0,0,2,309
2013/10/21 13:37:40.259490,0.000359,udp,147.32.83.53,41155,  <->,147.32.80.105,53,CON,0,0,2,364
2013/10/21 13:37:40.269610,5.047950,tcp,147.32.83.53,59485,   ->,195.113.214.219,443,SRPA_SPA,0,0,14,5410
2013/10/21 13:37:40.395358,0.362254,udp,147.32.83.53,30473,  <->,147.32.80.105,53,CON,0,0,2,360
2013/10/21 13:37:40.757943,1.097328,tcp,147.32.83.53,60531,   ->,146.95.130.38,80,FSPA_FSPA,0,0,257,224020
2013/10/21 13:42:17.758800,0.000709,udp,147.32.83.53,28934,  <->,147.32.80.105,53,CON,0,0,2,526
2013/10/21 13:42:17.759890,240.560242,tcp,147.32.83.53,59050,   ->,195.113.214.249,443,FSPA_FSPA,0,0,39,5788
2013/10/21 13:44:27.745973,0.000616,udp,147.32.83.53,38341,  <->,147.32.80.105,53,CON,0,0,2,214
2013/10/21 13:44:27.746815,0.000327,udp,147.32.83.53,58395,  <->,147.32.80.105,53,CON,0,0,2,213
2013/10/21 13:44:54.716712,0.000738,udp,147.32.83.53,60084,  <->,147.32.80.105,53,CON,0,0,2,415
2013/10/21 13:44:54.716733,0.000396,udp,147.32.83.53,60084,  <->,147.32.80.105,53,CON,0,0,2,228
2013/10/21 13:44:54.718001,2.379631,tcp,147.32.83.53,45156,   ->,80.64.49.11,443,FSPA_FSPA,0,0,29,17724
2013/10/21 13:44:54.718167,21.228189,tcp,147.32.83.53,45157,   ->,80.64.49.11,443,FSPA_FSPA,0,0,15,5616
2013/10/21 13:44:54.718271,5.258208,tcp,147.32.83.53,45158,   ->,80.64.49.11,443,FSPA_FSPA,0,0,16,9355
2013/10/21 13:44:56.042235,0.021059,udp,147.32.83.53,40130,  <->,147.32.80.105,53,CON,0,0,2,496
2013/10/21 13:44:56.042257,0.020453,udp,147.32.83.53,40130,  <->,147.32.80.105,53,CON,0,0,2,231
2013/10/21 13:44:56.042666,0.010119,udp,147.32.83.53,37514,  <->,147.32.80.105,53,CON,0,0,2,344
2013/10/21 13:44:56.042686,0.000692,udp,147.32.83.53,37514,  <->,147.32.80.105,53,CON,0,0,2,356
2013/10/21 13:44:56.053267,135.011902,tcp,147.32.83.53,55559,   ->,173.194.70.95,443,FSPA_FSPA,0,0,54,43034
2013/10/21 13:44:56.064633,120.840515,tcp,147.32.83.53,41440,   ->,54.230.8.157,443,FSPA_FSPA,0,0,78,139022
2013/10/21 13:44:56.064667,5.297020,tcp,147.32.83.53,45161,   ->,80.64.49.11,443,FSPA_FSPA,0,0,20,19628
2013/10/21 13:44:56.064755,120.844276,tcp,147.32.83.53,41442,   ->,54.230.8.157,443,FSPA_FSPA,0,0,27,22099
2013/10/21 13:44:56.064866,120.850937,tcp,147.32.83.53,41443,   ->,54.230.8.157,443,FSPA_FSPA,0,0,22,9082
2013/10/21 13:44:56.064971,120.844902,tcp,147.32.83.53,41444,   ->,54.230.8.157,443,FSPA_FSPA,0,0,31,35499
2013/10/21 13:44:56.065078,120.841049,tcp,147.32.83.53,41445,   ->,54.230.8.157,443,FSPA_FSPA,0,0,22,9741
2013/10/21 13:44:56.065182,30.077435,tcp,147.32.83.53,41446,   ->,54.230.8.157,443,FSPA_FSPA,0,0,21,7869
2013/10/21 13:44:56.373685,5.273696,tcp,147.32.83.53,45167,   ->,80.64.49.11,443,FSPA_FSPA,0,0,19,17302
2013/10/21 13:44:56.749219,6.634911,tcp,147.32.83.53,45168,   ->,80.64.49.11,443,FSPA_FSPA,0,0,49,115777
2013/10/21 13:44:56.795835,0.000658,udp,147.32.83.53,36846,  <->,147.32.80.105,53,CON,0,0,2,364
2013/10/21 13:44:56.795849,0.000662,udp,147.32.83.53,36846,  <->,147.32.80.105,53,CON,0,0,2,376
2013/10/21 13:44:56.796830,134.285690,tcp,147.32.83.53,55849,   ->,173.194.32.222,443,FSPA_FSPA,0,0,40,25386
2013/10/21 13:44:58.439950,10.180110,tcp,147.32.83.53,45170,   ->,80.64.49.11,443,FSPA_FSPA,0,0,322,906867
2013/10/21 13:45:03.626823,5.270059,tcp,147.32.83.53,45171,   ->,80.64.49.11,443,FSPA_FSPA,0,0,24,12246
2013/10/21 13:45:15.438756,6.069024,tcp,147.32.83.53,45173,   ->,80.64.49.11,443,FSPA_FSPA,0,0,21,9744
2013/10/21 13:46:37.671756,0.000000,tcp,80.75.105.148,33001,   ->,147.32.83.53,13907,SA_,0,,1,60
2013/10/21 13:48:29.870612,0.000345,udp,147.32.83.53,33920,  <->,147.32.80.105,53,CON,0,0,2,415
2013/10/21 13:48:29.870630,0.000304,udp,147.32.83.53,33920,  <->,147.32.80.105,53,CON,0,0,2,228
2013/10/21 13:48:29.871282,5.792563,tcp,147.32.83.53,59208,   ->,80.64.49.12,443,FSPA_FSPA,0,0,22,11010
2013/10/21 13:52:08.706162,0.010318,udp,147.32.83.53,24402,  <->,147.32.80.105,53,CON,0,0,2,526
2013/10/21 13:52:08.716677,401.525330,tcp,147.32.83.53,47418,   ->,195.113.214.215,443,FSPA_FSPA,0,0,178,51291
2013/10/21 13:52:16.844562,0.010302,udp,147.32.83.53,29074,  <->,147.32.80.105,53,CON,0,0,2,526
2013/10/21 13:52:16.940418,0.000444,udp,147.32.83.53,4341,  <->,147.32.80.105,53,CON,0,0,2,547
2013/10/21 13:52:16.940639,0.000368,udp,147.32.83.53,63758,  <->,147.32.80.105,53,CON,0,0,2,309
2013/10/21 13:52:38.041902,0.047831,udp,147.32.83.53,29662,  <->,147.32.80.105,53,CON,0,0,2,302
2013/10/21 13:52:38.089935,10.283036,tcp,147.32.83.53,44783,   ->,167.68.20.174,80,FSA_FSA,0,0,7,482
2013/10/21 13:52:38.090005,330.304779,tcp,147.32.83.53,44784,   ->,167.68.20.174,80,FSPA_FSPA,0,0,28,4246
2013/10/21 13:52:38.375645,0.096856,udp,147.32.83.53,64486,  <->,147.32.80.105,53,CON,0,0,2,322
2013/10/21 13:52:38.472817,329.855011,tcp,147.32.83.53,46015,   ->,84.18.180.87,80,FSPA_FSPA,0,0,28,5450
2013/10/21 13:52:38.472884,19.858316,tcp,147.32.83.53,46016,   ->,84.18.180.87,80,FSA_FSA,0,0,7,482
2013/10/21 13:52:38.593495,0.000331,udp,147.32.83.53,44411,  <->,147.32.80.105,53,CON,0,0,2,282
2013/10/21 13:52:38.594306,349.776428,tcp,147.32.83.53,46017,   ->,84.18.180.87,80,FSPA_FSPA,0,0,386,242530
2013/10/21 13:52:38.594373,309.750244,tcp,147.32.83.53,46018,   ->,84.18.180.87,80,FSPA_FSPA,0,0,147,105684
2013/10/21 13:52:38.733253,309.609009,tcp,147.32.83.53,46019,   ->,84.18.180.87,80,FSPA_FSPA,0,0,219,146895
2013/10/21 13:52:38.733495,309.611786,tcp,147.32.83.53,46020,   ->,84.18.180.87,80,FSPA_FSPA,0,0,310,226936
2013/10/21 13:52:38.733652,349.640320,tcp,147.32.83.53,46021,   ->,84.18.180.87,80,FSPA_FSPA,0,0,236,157391
2013/10/21 13:52:38.733798,309.611206,tcp,147.32.83.53,46022,   ->,84.18.180.87,80,FSPA_FSPA,0,0,132,71334
2013/10/21 13:52:39.636999,0.058121,udp,147.32.83.53,9154,  <->,147.32.80.105,53,CON,0,0,2,605
2013/10/21 13:52:39.637225,0.030505,udp,147.32.83.53,37487,  <->,147.32.80.105,53,CON,0,0,2,353
2013/10/21 13:52:39.637526,0.029658,udp,147.32.83.53,63352,  <->,147.32.80.105,53,CON,0,0,2,274
2013/10/21 13:52:39.641793,0.000628,udp,147.32.83.53,42365,  <->,147.32.80.105,53,CON,0,0,2,458
2013/10/21 13:52:39.642554,178.731659,tcp,147.32.83.53,50955,   ->,209.167.231.15,80,FSPA_FSPA,0,0,30,6522
2013/10/21 13:52:39.667427,0.008347,udp,147.32.83.53,60666,  <->,147.32.80.105,53,CON,0,0,2,550
2013/10/21 13:52:39.667907,0.101851,udp,147.32.83.53,15383,  <->,147.32.80.105,53,CON,0,0,2,296
2013/10/21 13:52:39.676060,0.053713,udp,147.32.83.53,1184,  <->,147.32.80.105,53,CON,0,0,2,271
2013/10/21 13:52:39.695467,0.000894,udp,147.32.83.53,54656,  <->,147.32.80.105,53,CON,0,0,2,340
2013/10/21 13:52:39.696816,0.015914,udp,147.32.83.53,40861,  <->,147.32.80.105,53,CON,0,0,2,259
2013/10/21 13:52:39.713171,0.010048,udp,147.32.83.53,36571,  <->,147.32.80.105,53,CON,0,0,2,364
2013/10/21 13:52:39.723622,0.428432,udp,147.32.83.53,2385,  <->,147.32.80.105,53,CON,0,0,2,293
2013/10/21 13:52:39.726922,0.000971,udp,147.32.83.53,17495,  <->,147.32.80.105,53,CON,0,0,2,588
2013/10/21 13:52:39.728205,108.512573,tcp,147.32.83.53,53223,   ->,195.113.214.211,80,FSPA_FSRPA,0,0,40,14170
2013/10/21 13:52:39.730140,0.000403,udp,147.32.83.53,25147,  <->,147.32.80.105,53,CON,0,0,2,362
2013/10/21 13:52:40.212559,358.127258,tcp,147.32.83.53,46025,   ->,84.18.180.87,80,FSPA_FSPA,0,0,84,38920
2013/10/21 13:52:49.051478,19.232855,tcp,147.32.83.53,46027,   ->,84.18.180.87,80,FSA_FSA,0,0,7,482
2013/10/21 13:52:49.399763,18.962786,tcp,147.32.83.53,50960,   ->,209.167.231.15,80,FSA_FSA,0,0,6,356
2013/10/21 13:52:49.399887,18.961582,tcp,147.32.83.53,50961,   ->,209.167.231.15,80,FSA_FSA,0,0,6,356
2013/10/21 13:52:49.400391,18.834644,tcp,147.32.83.53,53229,   ->,195.113.214.211,80,FSA_FSA,0,0,6,362
2013/10/21 13:52:49.400526,18.834211,tcp,147.32.83.53,53230,   ->,195.113.214.211,80,FSA_FSA,0,0,6,362
2013/10/21 13:52:49.400656,18.834045,tcp,147.32.83.53,53231,   ->,195.113.214.211,80,FSA_FSA,0,0,6,362
2013/10/21 13:53:12.643685,0.049180,udp,147.32.83.53,42506,  <->,147.32.80.105,53,CON,0,0,2,296
2013/10/21 13:53:12.693125,305.682739,tcp,147.32.83.53,46033,   ->,84.18.180.87,80,FSPA_FSPA,0,0,203,118038
2013/10/21 13:53:12.693179,305.682739,tcp,147.32.83.53,46034,   ->,84.18.180.87,80,FSPA_FSPA,0,0,144,98710
2013/10/21 13:53:12.900233,305.468018,tcp,147.32.83.53,46035,   ->,84.18.180.87,80,FSPA_FSPA,0,0,130,84626
2013/10/21 13:53:12.900616,305.475311,tcp,147.32.83.53,46036,   ->,84.18.180.87,80,FSPA_FSPA,0,0,134,85806
2013/10/21 13:53:12.900930,305.467346,tcp,147.32.83.53,46037,   ->,84.18.180.87,80,FSPA_FSPA,0,0,310,235296
2013/10/21 13:53:12.901224,315.472504,tcp,147.32.83.53,46038,   ->,84.18.180.87,80,FSPA_FSPA,0,0,131,78059
2013/10/21 13:53:27.963301,0.044964,udp,147.32.83.53,43724,  <->,147.32.80.105,53,CON,0,0,2,310
2013/10/21 13:53:28.008449,310.385590,tcp,147.32.83.53,38493,   ->,167.68.20.181,80,FSPA_FSPA,0,0,171,95664
2013/10/21 13:53:28.318329,310.078339,tcp,147.32.83.53,38494,   ->,167.68.20.181,80,FSPA_FSPA,0,0,33,8230
2013/10/21 13:53:28.318597,310.076721,tcp,147.32.83.53,38495,   ->,167.68.20.181,80,FSPA_FSPA,0,0,61,30453
2013/10/21 13:53:28.318864,310.078522,tcp,147.32.83.53,38496,   ->,167.68.20.181,80,FSPA_FSPA,0,0,218,146883
2013/10/21 13:53:28.319117,340.079102,tcp,147.32.83.53,38497,   ->,167.68.20.181,80,FSPA_FSPA,0,0,1120,899031
2013/10/21 13:53:28.319410,310.078247,tcp,147.32.83.53,38498,   ->,167.68.20.181,80,FSPA_FSPA,0,0,52,24446
2013/10/21 13:53:31.160555,0.054205,udp,147.32.83.53,12226,  <->,147.32.80.105,53,CON,0,0,2,335
2013/10/21 13:53:31.161934,307.171021,tcp,147.32.83.53,46045,   ->,84.18.180.87,80,FSPA_FSPA,0,0,70,36646
2013/10/21 13:53:49.006588,24.723591,udp,84.18.164.15,11084,   ->,147.32.83.53,33435,INT,0,,6,360
2013/10/21 13:53:57.345183,0.049649,udp,147.32.83.53,11054,  <->,147.32.80.105,53,CON,0,0,2,282
2013/10/21 13:54:14.498617,0.000753,udp,147.32.83.53,49800,  <->,147.32.80.105,53,CON,0,0,2,547
2013/10/21 13:54:27.799193,0.000000,udp,147.32.83.53,5353,   ->,224.0.0.251,5353,INT,0,,1,78
2013/10/21 13:54:34.244215,240.045746,tcp,147.32.83.53,37953,   ->,173.194.35.79,443,FSPA_FSPA,0,0,31,3854
2013/10/21 13:55:48.632210,0.019749,udp,147.32.83.53,27692,  <->,147.32.80.105,53,CON,0,0,2,348
2013/10/21 13:55:48.632366,0.000534,udp,147.32.83.53,59608,  <->,147.32.80.105,53,CON,0,0,2,557
2013/10/21 13:55:48.652296,243.039261,tcp,147.32.83.53,53770,   ->,173.194.113.191,443,FSPA_FSPA,0,0,139,75636
2013/10/21 13:55:49.919157,0.425596,udp,147.32.83.53,24419,  <->,147.32.80.105,53,CON,0,0,2,350
2013/10/21 13:55:50.345080,17.922796,tcp,147.32.83.53,41521,   ->,212.70.64.183,80,FSA_SRA,0,0,5,340
2013/10/21 13:55:50.345151,128.428818,tcp,147.32.83.53,41522,   ->,212.70.64.183,80,SPA_SRPA,0,0,18,17036
2013/10/21 13:55:51.072709,0.030832,udp,147.32.83.53,15142,  <->,147.32.80.105,53,CON,0,0,2,350
2013/10/21 13:55:51.073241,0.141488,udp,147.32.83.53,65441,  <->,147.32.80.105,53,CON,0,0,2,283
2013/10/21 13:55:51.103854,0.073313,tcp,147.32.83.53,41523,   ->,212.70.64.183,80,FSPA_FSPA,0,0,8,2674
2013/10/21 13:55:51.103923,0.072791,tcp,147.32.83.53,41524,   ->,212.70.64.183,80,FSPA_FSPA,0,0,8,2143
2013/10/21 13:55:51.103979,0.071861,tcp,147.32.83.53,41525,   ->,212.70.64.183,80,FSPA_FSPA,0,0,8,3567
2013/10/21 13:55:51.104039,0.452618,tcp,147.32.83.53,41526,   ->,212.70.64.183,80,FSPA_FSPA,0,0,20,36263
2013/10/21 13:55:51.104097,0.072886,tcp,147.32.83.53,41527,   ->,212.70.64.183,80,FSPA_FSPA,0,0,8,2430
2013/10/21 13:55:51.104149,0.070459,tcp,147.32.83.53,41528,   ->,212.70.64.183,80,FSPA_FSPA,0,0,8,2962
2013/10/21 13:55:51.154397,0.066088,tcp,147.32.83.53,41529,   ->,212.70.64.183,80,FSPA_FSPA,0,0,8,2804
2013/10/21 13:55:51.155415,0.517616,tcp,147.32.83.53,41530,   ->,212.70.64.183,80,FSPA_FSPA,0,0,27,54898
2013/10/21 13:55:51.156096,0.066514,tcp,147.32.83.53,41531,   ->,212.70.64.183,80,FSPA_FSPA,0,0,8,2221
2013/10/21 13:55:51.157640,0.046645,udp,147.32.83.53,42742,  <->,147.32.80.105,53,CON,0,0,2,516
2013/10/21 13:55:51.204570,17.060345,tcp,147.32.83.53,39742,   ->,108.161.189.3,80,FSPA_FSRPA,0,0,64,105138
2013/10/21 13:55:51.204639,17.065971,tcp,147.32.83.53,39743,   ->,108.161.189.3,80,FSPA_FSRPA,0,0,55,63001
2013/10/21 13:55:51.215055,7.045076,tcp,147.32.83.53,48700,   ->,93.184.220.197,80,FSPA_FSPA,0,0,46,60721
2013/10/21 13:55:51.607009,0.066146,tcp,147.32.83.53,41535,   ->,212.70.64.183,80,FSPA_FSPA,0,0,8,1841
2013/10/21 13:55:51.607414,0.073743,udp,147.32.83.53,15714,  <->,147.32.80.105,53,CON,0,0,2,375
2013/10/21 13:55:51.607720,0.239086,tcp,147.32.83.53,41536,   ->,212.70.64.183,80,FSPA_FSPA,0,0,16,26916
2013/10/21 13:55:51.608174,0.065862,tcp,147.32.83.53,41537,   ->,212.70.64.183,80,FSPA_FSPA,0,0,7,1335
2013/10/21 13:55:51.681454,0.169746,tcp,147.32.83.53,60219,   ->,212.70.64.187,80,FSPA_FSPA,0,0,10,6399
2013/10/21 13:55:51.681493,0.170553,tcp,147.32.83.53,60220,   ->,212.70.64.187,80,FSPA_FSPA,0,0,18,22610
2013/10/21 13:55:51.827140,16.437790,tcp,147.32.83.53,39750,   ->,108.161.189.3,80,FSPA_FSRPA,0,0,61,67770
2013/10/21 13:55:51.827287,16.443544,tcp,147.32.83.53,39751,   ->,108.161.189.3,80,FSPA_FSRPA,0,0,51,54666
2013/10/21 13:55:51.827429,16.437250,tcp,147.32.83.53,39752,   ->,108.161.189.3,80,FSPA_FSRPA,0,0,51,87249
2013/10/21 13:55:51.827576,0.064997,tcp,147.32.83.53,41543,   ->,212.70.64.183,80,FSPA_FSPA,0,0,7,1343
2013/10/21 13:55:51.828799,0.063626,tcp,147.32.83.53,41544,   ->,212.70.64.183,80,FSPA_FSPA,0,0,7,1401
2013/10/21 13:55:51.831832,0.064943,tcp,147.32.83.53,41545,   ->,212.70.64.183,80,FSPA_FSPA,0,0,7,1397
2013/10/21 13:55:51.832014,0.064384,tcp,147.32.83.53,41546,   ->,212.70.64.183,80,FSPA_FSPA,0,0,8,1787
2013/10/21 13:55:51.832182,0.064409,tcp,147.32.83.53,41547,   ->,212.70.64.183,80,FSPA_FSPA,0,0,8,1661
2013/10/21 13:55:51.857495,0.000803,udp,147.32.83.53,61746,  <->,147.32.80.105,53,CON,0,0,2,355
2013/10/21 13:55:51.858557,116.395409,tcp,147.32.83.53,45373,   ->,173.194.35.91,80,FSPA_FSRPA,0,0,19,4347
2013/10/21 13:55:51.862858,0.031484,udp,147.32.83.53,62204,  <->,147.32.80.105,53,CON,0,0,2,364
2013/10/21 13:55:51.863050,0.142344,udp,147.32.83.53,15842,  <->,147.32.80.105,53,CON,0,0,2,266
2013/10/21 13:55:51.863225,0.114750,udp,147.32.83.53,18352,  <->,147.32.80.105,53,CON,0,0,2,263
2013/10/21 13:55:51.863949,0.036965,udp,147.32.83.53,58691,  <->,147.32.80.105,53,CON,0,0,2,271
2013/10/21 13:55:51.864142,0.035978,udp,147.32.83.53,4594,  <->,147.32.80.105,53,CON,0,0,2,356
2013/10/21 13:55:51.864418,0.086110,tcp,147.32.83.53,41549,   ->,212.70.64.183,80,FSPA_FSPA,0,0,9,4055
2013/10/21 13:55:51.894631,0.215763,udp,147.32.83.53,3600,  <->,147.32.80.105,53,CON,0,0,2,633
2013/10/21 13:55:51.900370,66.378471,tcp,147.32.83.53,33731,   ->,213.129.83.155,80,FSPA_FSPA,0,0,13,1951
2013/10/21 13:55:51.900409,74.052856,tcp,147.32.83.53,33732,   ->,213.129.83.155,80,FSPA_FSPA,0,0,29,23826
